9,7.0625,30.1250,0.1250,751,0,402,584,537,17,0,7.3794,7.1896,0,0,0,0,0
34,7.0625,30.1250,0.1250,752,0,403,583,543,17,0,7.3506,33.5862,0,0,0,0,0
59,7.0625,30.0625,0.1250,767,0,402,584,528,17,0,7.3794,33.6034,0,0,0,0,0
84,7.0625,30.0625,0.1250,748,0,401,584,533,18,0,7.3650,37.0000,0,0,0,0,0
109,7.0625,30.0625,0.1250,754,0,407,585,531,18,0,7.0198,37.4310,0,0,0,0,0
134,7.0625,30.0625,0.0625,753,0,393,590,530,18,0,7.3650,32.6551,0,0,0,0,0
159,7.0000,30.0625,0.0625,753,0,394,591,529,17,0,7.3794,33.1724,0,0,0,0,0
184,7.0000,30.0625,0.0625,752,0,396,592,531,20,0,7.3939,34.0689,0,0,0,0,0
209,7.0000,30.0625,0.0000,759,0,395,596,528,21,0,7.3794,34.2241,0,0,0,0,0
234,7.0625,30.0000,0.0000,736,0,393,607,526,22,0,7.0198,32.6379,0,0,0,0,0
259,7.0625,30.0000,0.0000,750,0,393,601,530,23,0,7.3650,33.1034,0,0,0,0,0
284,7.0625,30.0000,0.0000,752,0,392,603,527,24,0,7.4231,34.0172,0,0,0,0,0
309,7.0625,30.0000,-0.0625,747,0,393,604,527,24,0,7.3650,37.0517,0,0,0,0,0
335,7.0625,30.0000,-0.0625,751,1,396,603,530,26,0,7.3794,37.0862,0,0,0,0,0
361,7.0625,30.0000,-0.1250,749,1,396,607,532,25,0,7.3939,37.0689,0,0,0,0,0
387,7.0625,30.0000,-0.1250,753,1,395,610,532,26,0,7.3794,34.2068,0,0,0,0,0
413,7.1250,30.0000,-0.1250,744,2,398,600,533,27,0,7.2512,33.8103,0,0,0,0,0
439,7.1250,30.0000,-0.1250,752,3,409,613,531,27,0,7.0198,33.3965,0,0,0,0,0
465,7.1250,30.0000,-0.1250,749,4,398,613,530,28,0,7.3794,33.0172,0,0,0,0,0
491,7.1250,30.0000,-0.1250,749,5,388,615,536,29,0,7.3939,33.0344,0,0,0,0,0
517,7.1250,30.0000,-0.1250,749,5,400,613,534,29,0,7.4085,32.6206,0,0,0,0,0
543,7.1250,30.0000,-0.1250,763,5,401,614,523,30,0,7.3939,33.0344,0,0,0,0,0
569,7.1250,30.0000,-0.1250,745,6,400,632,533,30,0,7.3794,33.0689,0,0,0,0,0
595,7.1250,30.0000,-0.1250,750,6,399,619,531,31,0,7.3794,33.5000,0,0,0,0,0
621,7.1250,30.0000,-0.1250,747,6,401,603,534,32,0,7.1955,33.5172,0,0,0,0,0
647,7.1250,30.0000,-0.1250,748,6,400,618,535,32,0,7.4672,33.5344,0,0,0,0,0
673,7.1250,30.0000,-0.1250,745,6,400,616,536,32,0,7.3794,33.5517,0,0,0,0,0
699,7.1250,30.0000,-0.1875,746,6,401,618,539,33,0,7.4085,33.1206,0,0,0,0,0
725,7.1250,30.0000,-0.1875,745,6,404,621,539,33,0,7.4085,33.5172,0,0,0,0,0
751,7.1250,30.0000,-0.1875,753,6,403,621,532,34,0,7.3939,33.5344,0,0,0,0,0
777,7.1250,30.0000,-0.1875,751,7,410,622,546,35,0,7.3939,33.5344,0,0,0,0,0
803,7.1250,30.0000,-0.1875,738,8,417,639,548,35,0,7.3794,33.1206,0,0,0,0,0
829,7.1250,30.0000,-0.1875,747,9,423,625,550,36,0,6.9673,33.1724,0,0,0,0,0
855,7.1250,30.0000,-0.1875,743,11,416,633,556,38,0,7.3362,33.1034,0,0,0,0,0
881,7.1250,30.0000,-0.1875,745,14,433,636,562,39,0,7.3650,32.6551,0,0,0,0,0
907,7.1250,30.0000,-0.2500,747,16,436,641,566,43,0,7.3939,32.6551,0,0,0,0,0
933,7.1250,30.0000,-0.2500,744,17,440,641,575,45,0,7.3794,32.7413,0,0,0,0,0
959,7.1250,30.0000,-0.2500,736,19,444,639,568,46,0,7.3939,32.6551,0,0,0,0,0
985,7.1250,30.0000,-0.2500,759,21,447,640,573,47,0,7.3077,33.0344,0,0,0,0,0
1011,7.1250,30.0000,-0.2500,736,24,451,655,576,49,0,7.3939,33.0344,0,0,0,0,0
1037,7.1250,30.0000,-0.2500,744,27,463,646,581,48,0,7.0198,32.6206,0,0,0,0,0
1063,7.1250,30.0625,-0.2500,746,32,453,650,581,50,0,7.3362,33.0517,0,0,0,0,0
1089,7.1250,30.0625,-0.2500,743,36,464,652,583,51,0,7.3506,33.1379,0,0,0,0,0
1115,7.1250,30.0625,-0.2500,743,39,465,653,588,52,0,7.3794,33.0344,0,0,0,0,0
1141,7.1250,30.0625,-0.2500,747,39,468,652,590,55,0,7.3939,33.0689,0,0,0,0,0
1167,7.1250,30.0625,-0.2500,734,41,472,671,586,56,0,7.3794,33.0517,0,0,0,0,0
1193,7.1250,30.0625,-0.2500,744,43,472,646,588,58,0,7.1680,33.0517,0,0,0,0,0
1219,7.1250,30.0625,-0.2500,740,46,478,656,591,61,0,7.3650,33.0344,0,0,0,0,0
1245,7.1250,30.0625,-0.2500,742,48,479,658,591,62,0,7.3219,33.0344,0,0,0,0,0
1271,7.1250,30.0625,-0.2500,741,52,481,662,594,62,0,7.3506,33.0344,0,0,0,1,0
1297,7.1250,30.0625,-0.2500,744,56,472,659,599,64,0,7.3939,33.1034,0,0,0,1,0
1323,7.1250,30.0625,-0.2500,742,57,486,663,598,67,0,7.3794,33.0172,0,0,0,1,0
1349,7.1250,30.0625,-0.2500,751,57,488,662,592,71,0,7.3506,32.5862,0,0,0,1,0
1375,7.1250,30.0625,-0.2500,738,56,487,671,597,72,0,7.3794,32.5862,0,0,0,1,0
1401,7.1250,30.0625,-0.2500,724,55,489,659,599,71,0,6.9673,32.5862,0,0,0,1,0
1427,7.1250,30.0625,-0.2500,740,55,492,644,600,72,0,7.2512,32.9655,0,0,0,1,0
1453,7.1250,30.0625,-0.1875,744,56,488,664,602,73,0,7.3794,32.5689,0,0,0,1,0
1479,7.1250,30.0625,-0.1875,742,59,492,668,601,72,0,7.3794,32.9827,0,0,0,1,0
1505,7.1250,30.0625,-0.1875,741,60,488,667,601,75,0,7.3939,32.9827,0,0,0,1,0
1531,7.1250,30.0625,-0.1875,740,59,496,664,607,73,0,7.3794,32.5517,0,0,0,1,0
1557,7.1250,30.0625,-0.1875,749,62,496,667,592,75,0,7.3650,32.9827,0,0,0,1,0
1583,7.1250,30.0625,-0.1875,737,61,495,656,604,77,0,7.3939,32.9827,0,0,0,1,0
1609,7.1250,30.0625,-0.1875,736,59,497,670,606,76,0,7.0198,32.9827,0,0,0,1,0
1635,7.1250,30.0625,-0.1875,744,59,497,663,604,77,0,6.9543,33.0000,0,0,0,1,0
1661,7.1250,30.0625,-0.1875,748,60,483,668,606,78,0,7.4085,33.0344,0,0,0,1,0
1687,7.1250,30.0625,-0.1875,746,63,500,670,605,76,0,7.3794,33.1206,0,0,0,1,0
1713,7.1250,30.0625,-0.1875,744,65,499,665,606,77,0,7.3939,33.0689,0,0,0,1,0
1739,7.1250,30.0625,-0.1875,748,64,503,669,613,77,0,7.3939,33.0517,0,0,0,1,0
1765,7.1250,30.0625,-0.1875,736,65,504,671,604,78,0,7.3939,33.1034,0,0,0,1,0
1791,7.1250,30.0625,-0.1875,748,67,505,667,604,78,0,7.3794,33.4482,0,0,0,1,0
1817,7.1250,30.0625,-0.1875,744,67,509,672,606,79,0,7.3506,33.0344,0,0,0,1,0
1843,7.1250,30.0625,-0.1875,744,66,511,668,606,79,0,7.0198,33.0344,0,0,0,1,0
1869,7.1250,30.0625,-0.1875,749,66,506,667,607,79,0,7.4085,33.0000,0,0,0,1,0
1895,7.1250,30.0625,-0.1875,747,64,509,668,611,78,0,7.3939,32.9827,0,0,0,1,0
1921,7.1250,30.0625,-0.1875,743,67,507,670,611,79,0,7.3939,32.9827,0,0,0,1,0
