50047,0,0,0,1,2,3,4,5,6,0,0,203.754,0,0,0,3,50193,0,0,0,7,8,9,10,11,12,0,0,-0.1392,0,0,0,3,0,25
50072,0,0,0,0,0,0,0,0,0,0,0,203.754,0,0,0,3,50220,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.6883,0,0,0,3,0,50
50097,0,0,0,0,0,0,0,0,0,0,0,203.7885,0,0,0,3,50246,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2572,0,0,0,3,0,75
50122,0,0,0,1023,1023,1023,1023,1023,1023,0,(error),204.0299,0,0,0,3,50272,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.24,0,0,0,3,0,100
50149,0,0,0,0,0,0,0,0,0,0,0,203.9609,0,0,0,3,50298,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.24,0,0,0,3,0,125
50174,0,0,0,0,0,0,0,0,0,0,0,427.254,0,0,0,3,50324,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.553,0,0,0,3,0,150
50199,0,0,0,0,0,0,0,0,0,0,0,204.2713,0,0,0,3,50351,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1565,0,0,0,3,0,175
50224,0,0,0,1023,1023,1023,1023,1023,1023,0,0,220.2713,0,0,0,3,50378,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,200
50250,0,0,0,0,0,0,0,0,0,0,0,222.7023,0,0,0,3,50405,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,225
50275,0,0,0,0,0,0,0,0,0,0,0,205.4264,0,0,0,3,50431,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,250
50300,0,0,0,0,0,0,0,0,0,0,0,219.823,0,0,0,3,50458,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,275
50325,0,0,0,0,0,0,0,0,0,0,0,220.5816,0,0,0,3,50485,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1737,0,0,0,3,0,300
50350,0,0,0,0,0,0,0,0,0,0,0,202.7885,0,0,0,3,50512,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,325
50375,0,0,0,0,0,0,0,0,0,0,0,204.9609,0,0,0,3,50539,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1565,0,0,0,3,0,350
50400,0,0,0,0,0,0,0,0,0,0,(error),-3.0562,0,0,0,3,50566,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,375
50425,0,0,0,0,0,0,0,0,0,0,0,203.0126,0,0,0,3,50592,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1565,0,0,0,3,0,400
50450,0,0,0,0,0,0,0,0,0,0,0,204.0816,0,0,0,3,50619,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.24,0,0,0,3,0,425
50475,0,0,0,1023,1023,1023,0,0,0,0,0,-3.3321,0,0,0,3,50645,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,450
50500,0,0,0,0,0,0,1023,1023,1023,0,(error),218.9609,0,0,0,3,50671,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.5875,0,0,0,3,0,475
50526,0,0,0,0,0,0,0,0,0,0,0,213.8919,0,0,0,3,50698,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.6883,0,0,0,3,0,500
50551,0,0,0,0,0,0,0,0,0,0,0,214.3747,0,0,0,3,50724,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,525
50576,0,0,0,1023,1023,1023,0,0,0,0,0,220.2023,0,0,0,3,50750,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.3607,0,0,0,3,0,550
50602,0,0,0,0,0,0,1023,1023,1023,0,(error),203.5299,0,0,0,3,50776,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1737,0,0,0,3,0,575
50628,0,0,0,0,0,0,0,0,0,0,0,205.2023,0,0,0,3,50803,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,600
50653,0,0,0,0,0,0,0,0,0,0,0,203.7885,0,0,0,3,50830,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,625
50678,0,0,0,0,0,0,0,0,0,0,0,213.1678,0,0,0,3,50856,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,650
50703,0,0,0,0,0,0,0,0,0,0,0,203.9437,0,0,0,3,50882,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1565,0,0,0,3,0,675
50728,0,0,0,0,0,0,0,0,0,0,0,204.0126,0,0,0,3,50909,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1737,0,0,0,3,0,700
50753,0,0,0,0,0,0,0,0,0,0,0,204.0644,0,0,0,3,50936,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.5875,0,0,0,3,0,725
50778,0,0,0,0,0,0,0,0,0,0,0,204.1678,0,0,0,3,50963,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,750
50803,0,0,0,0,0,0,0,0,0,0,0,203.4781,0,0,0,3,50990,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,775
50828,0,0,0,0,0,0,0,0,0,0,0,204.2368,0,0,0,3,51016,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.24,0,0,0,3,0,800
50853,0,0,0,1023,1023,1023,1023,1023,1023,0,(error),-3.2631,0,0,0,3,51042,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.5875,0,0,0,3,0,825
50880,0,0,0,0,0,0,0,0,0,0,0,-3.2631,0,0,0,3,51069,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,850
50905,0,0,0,0,0,0,0,0,0,0,0,219.2195,0,0,0,3,51096,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.24,0,0,0,3,0,875
50930,0,0,0,0,0,0,0,0,0,0,0,203.7368,0,0,0,3,51122,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1737,0,0,0,3,0,900
50955,0,0,0,1023,1023,1023,1023,1023,1023,0,(error),203.4264,0,0,0,3,51149,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1737,0,0,0,3,0,925
50982,0,0,0,0,0,0,0,0,0,0,0,203.9609,0,0,0,3,51176,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,950
51007,0,0,0,0,0,0,0,0,0,0,0,203.9781,0,0,0,3,51203,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,975
51032,0,0,0,0,0,0,0,0,0,0,0,203.9781,0,0,0,3,51229,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,1000
51057,0,0,0,1023,1023,1023,1023,1023,1023,0,(error),203.9781,0,0,0,3,51255,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.2745,0,0,0,3,0,1025
51084,0,0,0,0,0,0,0,0,0,0,0,-3.3321,0,0,0,3,51281,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.24,0,0,0,3,0,1050
51109,0,0,0,0,0,0,0,0,0,0,0,203.3402,0,0,0,3,51307,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,1075
51134,0,0,0,0,0,0,0,0,0,0,0,-3.1252,0,0,0,3,51334,0,0,0,1023,1023,1023,1023,1023,1023,0,0,0.24,0,0,0,3,0,1100
51159,0,0,0,1023,1023,1023,0,0,0,0,0,222.5126,0,0,0,3,51360,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1565,0,0,0,3,0,1125
51185,0,0,0,0,0,0,0,0,0,0,0,210.1678,0,0,0,3,51387,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1737,0,0,0,3,0,1150
51210,0,0,0,0,0,0,0,0,0,0,0,220.2023,0,0,0,3,51414,0,0,0,1023,1023,1023,1023,1023,1023,0,0,-0.1392,0,0,0,3,0,1175
