9,7.0625,30.125,0.125,751,0,402,584,537,17,0,7.3794,7.1896,0,0,0,0,0,0,-0.0012,0.61,-0.4021,722,549,210,684,545,35,0,0.0288,-0.2975,0,0,0,1,0,25
34,7.0625,30.125,0.125,752,0,403,583,543,17,0,7.3506,33.5862,0,0,0,0,0,26,-0.0012,0.61,-0.4021,732,548,208,664,548,35,0,-0.1531,-0.2975,0,0,0,1,0,50
59,7.0625,30.0625,0.125,767,0,402,584,528,17,0,7.3794,33.6034,0,0,0,0,0,52,-0.0012,0.61,-0.4021,724,547,209,675,549,35,0,0.0288,-0.7113,0,0,0,1,0,75
84,7.0625,30.0625,0.125,748,0,401,584,533,18,0,7.365,37,0,0,0,0,0,78,-0.0012,0.61,-0.4021,725,549,208,664,547,35,0,0.0431,-0.2803,0,0,0,1,0,100
109,7.0625,30.0625,0.125,754,0,407,585,531,18,0,7.0198,37.431,0,0,0,0,0,104,-0.0012,0.61,-0.4021,730,548,211,666,547,35,0,-0.261,-0.7286,0,0,0,1,0,125
134,7.0625,30.0625,0.0625,753,0,393,590,530,18,0,7.365,32.6551,0,0,0,0,0,130,-0.0012,0.61,-0.4021,723,549,208,673,553,35,0,0.1303,-0.7113,0,0,0,1,0,150
159,7,30.0625,0.0625,753,0,394,591,529,17,0,7.3794,33.1724,0,0,0,0,0,156,-0.0012,0.61,-0.4021,730,548,207,674,553,35,0,0.0865,-0.2458,0,0,0,1,0,175
184,7,30.0625,0.0625,752,0,396,592,531,20,0,7.3939,34.0689,0,0,0,0,0,182,-0.0012,0.61,-0.4021,728,549,215,673,553,35,0,0.0288,-0.7113,0,0,0,1,0,200
209,7,30.0625,0,759,0,395,596,528,21,0,7.3794,34.2241,0,0,0,0,0,208,-0.0012,0.61,-0.4021,726,552,205,674,551,37,0,0.0575,-0.263,0,0,0,1,0,225
234,7.0625,30,0,736,0,393,607,526,22,0,7.0198,32.6379,0,0,0,0,0,234,-0.0012,0.61,-0.4021,726,555,209,674,553,35,0,0.0575,-0.7113,0,0,0,1,0,250
259,7.0625,30,0,750,0,393,601,530,23,0,7.365,33.1034,0,0,0,0,0,260,-0.0012,0.61,-0.4021,722,547,209,672,550,36,0,0.072,-0.7113,0,0,0,1,0,275
284,7.0625,30,0,752,0,392,603,527,24,0,7.4231,34.0172,0,0,0,0,0,286,-0.0012,0.61,-0.4021,731,551,208,677,547,36,0,0.0431,-0.6941,0,0,0,1,0,300
309,7.0625,30,-0.0625,747,0,393,604,527,24,0,7.365,37.0517,0,0,0,0,0,312,-0.0012,0.61,-0.4021,725,555,210,671,548,35,0,0.0431,-0.7113,0,0,0,1,0,325
335,7.0625,30,-0.0625,751,1,396,603,530,26,0,7.3794,37.0862,0,0,0,0,0,338,-0.0012,0.61,-0.4021,726,542,210,675,569,36,0,0.0288,-0.6941,0,0,0,1,0,350
361,7.0625,30,-0.125,749,1,396,607,532,25,0,7.3939,37.0689,0,0,0,0,0,364,-0.0012,0.61,-0.4021,743,548,210,674,544,37,0,0.0431,-0.6941,0,0,0,1,0,375
387,7.0625,30,-0.125,753,1,395,610,532,26,0,7.3794,34.2068,0,0,0,0,0,390,-0.0012,0.61,-0.4021,724,544,211,679,551,37,0,0.0431,-0.263,0,0,0,1,0,400
413,7.125,30,-0.125,744,2,398,600,533,27,0,7.2512,33.8103,0,0,0,0,0,416,-0.0012,0.61,-0.4021,735,549,210,675,544,37,0,0.0288,-0.7113,0,0,0,1,0,425
439,7.125,30,-0.125,752,3,409,613,531,27,0,7.0198,33.3965,0,0,0,0,0,442,-0.0012,0.61,-0.4021,732,547,211,674,546,38,0,0.0288,-0.6768,0,0,0,1,0,450
465,7.125,30,-0.125,749,4,398,613,530,28,0,7.3794,33.0172,0,0,0,0,0,468,-0.0012,0.61,-0.4021,728,548,210,671,554,38,0,0.0575,-0.7113,0,0,0,1,0,475
491,7.125,30,-0.125,749,5,388,615,536,29,0,7.3939,33.0344,0,0,0,0,0,494,-0.0012,0.61,-0.4021,737,549,210,677,537,38,0,-0.1667,-0.7113,0,0,0,1,0,500
517,7.125,30,-0.125,749,5,400,613,534,29,0,7.4085,32.6206,0,0,0,0,0,520,-0.0012,0.61,-0.4021,712,548,211,687,549,38,0,0.0288,-0.2803,0,0,0,1,0,525
543,7.125,30,-0.125,763,5,401,614,523,30,0,7.3939,33.0344,0,0,0,0,0,546,-0.0012,0.61,-0.4021,727,545,212,657,552,39,0,0.0288,-0.7113,0,0,0,1,0,550
569,7.125,30,-0.125,745,6,400,632,533,30,0,7.3794,33.0689,0,0,0,0,0,572,-0.0012,0.61,-0.4021,726,552,215,676,549,38,0,-0.2875,-0.6941,0,0,0,1,0,575
595,7.125,30,-0.125,750,6,399,619,531,31,0,7.3794,33.5,0,0,0,0,0,598,-0.0012,0.61,-0.4021,723,550,213,684,550,39,0,0.0431,-0.2803,0,0,0,1,0,600
621,7.125,30,-0.125,747,6,401,603,534,32,0,7.1955,33.5172,0,0,0,0,0,624,-0.0012,0.61,-0.4021,722,548,211,665,554,38,0,-0.1394,-0.263,0,0,0,1,0,625
647,7.125,30,-0.125,748,6,400,618,535,32,0,7.4672,33.5344,0,0,0,0,0,650,-0.0012,0.61,-0.4021,722,551,216,674,549,38,0,-0.2875,-0.7113,0,0,0,1,0,650
673,7.125,30,-0.125,745,6,400,616,536,32,0,7.3794,33.5517,0,0,0,0,0,676,-0.0012,0.61,-0.4021,724,547,211,674,553,39,0,0.0431,-0.7113,0,0,0,1,0,675
699,7.125,30,-0.1875,746,6,401,618,539,33,0,7.4085,33.1206,0,0,0,0,0,702,-0.0012,0.61,-0.4021,726,552,217,669,552,38,0,0.0431,-0.2803,0,0,0,1,0,700
725,7.125,30,-0.1875,745,6,404,621,539,33,0,7.4085,33.5172,0,0,0,0,0,728,-0.0012,0.61,-0.4021,725,548,210,674,554,38,0,0.0575,-0.6941,0,0,0,1,0,725
751,7.125,30,-0.1875,753,6,403,621,532,34,0,7.3939,33.5344,0,0,0,0,0,754,-0.0012,0.61,-0.4021,724,551,212,673,551,38,0,0.0431,-0.6251,0,0,0,1,0,750
