0,-0.0012,0.61,-0.4021,722,549,210,684,545,35,0,0.0288,-0.2975,0,0,0,1,0
26,-0.0012,0.61,-0.4021,732,548,208,664,548,35,0,-0.1531,-0.2975,0,0,0,1,0
52,-0.0012,0.61,-0.4021,724,547,209,675,549,35,0,0.0288,-0.7113,0,0,0,1,0
78,-0.0012,0.61,-0.4021,725,549,208,664,547,35,0,0.0431,-0.2803,0,0,0,1,0
104,-0.0012,0.61,-0.4021,730,548,211,666,547,35,0,-0.261,-0.7286,0,0,0,1,0
130,-0.0012,0.61,-0.4021,723,549,208,673,553,35,0,0.1303,-0.7113,0,0,0,1,0
156,-0.0012,0.61,-0.4021,730,548,207,674,553,35,0,0.0865,-0.2458,0,0,0,1,0
182,-0.0012,0.61,-0.4021,728,549,215,673,553,35,0,0.0288,-0.7113,0,0,0,1,0
208,-0.0012,0.61,-0.4021,726,552,205,674,551,37,0,0.0575,-0.263,0,0,0,1,0
234,-0.0012,0.61,-0.4021,726,555,209,674,553,35,0,0.0575,-0.7113,0,0,0,1,0
260,-0.0012,0.61,-0.4021,722,547,209,672,550,36,0,0.072,-0.7113,0,0,0,1,0
286,-0.0012,0.61,-0.4021,731,551,208,677,547,36,0,0.0431,-0.6941,0,0,0,1,0
312,-0.0012,0.61,-0.4021,725,555,210,671,548,35,0,0.0431,-0.7113,0,0,0,1,0
338,-0.0012,0.61,-0.4021,726,542,210,675,569,36,0,0.0288,-0.6941,0,0,0,1,0
364,-0.0012,0.61,-0.4021,743,548,210,674,544,37,0,0.0431,-0.6941,0,0,0,1,0
390,-0.0012,0.61,-0.4021,724,544,211,679,551,37,0,0.0431,-0.263,0,0,0,1,0
416,-0.0012,0.61,-0.4021,735,549,210,675,544,37,0,0.0288,-0.7113,0,0,0,1,0
442,-0.0012,0.61,-0.4021,732,547,211,674,546,38,0,0.0288,-0.6768,0,0,0,1,0
468,-0.0012,0.61,-0.4021,728,548,210,671,554,38,0,0.0575,-0.7113,0,0,0,1,0
